id,brewery_id,name,cat_id,style_id,abv,descript,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,919,Brother Thelonious,-1,-1,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,441,Hop Trip Fresh Hop Pale Ale,3,26,5.5,"This Fresh Hop Pale Ale is all about celebrating the hop harvest in the fall.  Fresh picked hops have to be added to the brew immediately and in abundance.  Roughly 270 pounds of Crystal hops from Doug Weathers' farm outside Salem, Oregon will be added to the 50 barrel batch in addition to some dry kilned whole flower hops.  That adds up to approximately 5.5 pounds of hops per barrel brewed.  Another deliciously interesting beer in our Bond Street Series.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,130,Organic Belgian Ale,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1192,Nieuw Ligt Grand Cru 2006,-1,-1,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,604,Hibernation Ale,1,13,8.1,"Great Divideâ€™s award-winning Hibernation Ale is Coloradoâ€™s original strong ale â€“ it has been our winter seasonal each year since 1995. Since that time, Hibernation has become the most sought-after winter beer in Colorado. Hibernationâ€™s massive flavors are so intense that it requires over three months of aging each year. Each summer, while our brewers are still spending their weekends in flip-flops and shorts, they prepare for Julyâ€™s Hibernation brewing schedule.

We cellar Hibernation until late October, when it reaches the peak of perfection. This lengthy aging process gives Hibernation its revered malty richness, complex hop profile and hearty warming character, which is perfect right out of the bottle or cellared for longer periods of time. Hibernation is a lively treat that really beats the winter chill. This scrumptious, collectible, and imminently cellarable ale is only available for six weeks each year, from November 1 to December 15.  Hibernation Ale is the perfect gift or accompaniment to your winter festivities.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,623,Wee Heavy Winter Ale,1,15,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,905,2Â° Below,1,5,6.6,"Pull on your wool socks and crack open a 2Â° Below Ale. This tasty winter warmer started life as a small batch beer brewed for the Al Johnson Uphill Downhill â€“ a telemark ski race in Crested Butte, Colorado. The Uphill Downhill celebrates the exploits of Al Johnson, letter carrier extraordinaire, who delivered mail by ski in the late 1800â€™s. Dry hopping during fermentation creates a floral nose with a hint of pepper and spicy, subtle undertones. 2Â° Below provides a bright, hoppy palate and a cheery warm afterglow.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,425,Monkey Wrench Dark Ale,2,25,5.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,425,Old Legover,-1,-1,4.1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,604,Hercules Double IPA,3,31,9.1,"Hoppier, maltier and with more alcohol than a standard IPA, Hercules Double IPA definitely is not for the faint of heart. Hercules Double IPA is, however, an elixir fit for the gods. A brash but creamy wonder, Hercules pours a deep orange-coppery color, forming substantial lace in the glass. Hercules Double IPA delivers a huge amount of piney, floral, and citrusy hop aroma and flavor from start to finish. A hefty backbone of nutty, toffee-like malt character balances Herculesâ€™ aggressive, punchy hop profile.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,604,Fresh Hop Pale Ale,3,26,6.1,"The September hop harvest is a once-a-year opportunity to brew with fresh hops, also called â€œwet hops.â€ Given the perishable nature of just-harvested hop cones, they are shipped overnight to Great Divide shortly after harvest. The morning of the scheduled hop delivery in Denver, Great Divideâ€™s brewers begin brewing Fresh Hop and are ready to hop the beer just as the fresh hops are delivered.

Using fresh hops is a big endeavor, requiring four to five times the volume of hops compared to the usual process of using pelletized hops. This complex process brings impressive results: Fresh Hop is an American-Style Pale Ale with moderate hop bitterness marked by a unique and intensely grassy hop flavor and aroma. Fresh Hop is a superbly refreshing, medium bodied, light-copper colored pale ale.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,98,Twisted Thistle India Pale Ale,3,26,6.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1315,Espresso Stout,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,441,Inversion IPA,3,31,6.8,"After several months of experimentation, energy and obsession, Deschutes Breweryâ€™s brewers have triumphed once again.  Inversion I.P.A.'s trio of American hops delivers an over-the-top nose with hints of orange and grapefruit.  Inversion is then dry-hopped for seven days resulting in an added hoppy kick.  To balance the hop character, Deschutesâ€™ brewers used crystal and caraston malts that weave throughout the beer providing soft, complex caramel flavors. 

Just like clear days up on the mountain, Inversion I.P.A. will deliver a path to higher ground.  Inversion I.P.A. is a phenomenal NW-style I.P.A., beckoning all beer drinkers and enticing I.P.A. lovers to invert their world and find clarity above the routine of the everyday.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,844,India Pale Ale,3,26,7.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,844,London Porter,2,25,6.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,742,Hitachino Nest Celebration Ale 2006,-1,-1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,363,Rubia,8,95,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,562,Session Premium Lager,8,95,5.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,156,Mocny BOSS / BOSS Beer,8,95,8.1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,127,La Rossa,7,90,7.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,905,Blue Paddle Pilsener,7,77,4.8,"Climb on in and grab a paddle. Our first foray into lagered beers, Blue Paddle Pilsener-Lager, is a Czech style pilsener with a refreshing crispness from noble hops and a rich, malty finish. â€˜Blue Paddleâ€™ refers to the implement our warehouse managerâ€™s Grandma once used to lovingly paddle his a** when she caught him stealing sips of her beer. With more body than a traditional Belgian pils, Blue Paddle is reflective of Europeâ€™s finest pilseners.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,367,Lager,8,95,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,70,Hell,-1,-1,4.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,70,Pilsner,-1,-1,4.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,70,Ungespundet Lager Hefetrub,-1,-1,5.2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1188,Keller-Bier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1264,Imperial Porter,2,25,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1264,Amber Ale,3,33,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,905,La Folie,-1,-1,6,"La Folie Wood-Aged Biere, is our original wood-conditioned beer, resting in French Oak barrels between one and three years before being bottled. . Peter Bouckaert, came to us from Rodenbach â€“ home of the fabled sour red. Our La Folie emulates the spontaneous fermentation beers of Peterâ€™s beloved Flanders with sour apple notes, a dry effervescence, and earthy undertones. New in 2010, we'll do a single bottling of La Folie for the year. Collect the 22oz unique to 2010 designed bottle and start a yearly wood-aged collection of goodness.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,296,Abt 12,5,62,10,"The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).
A dark ivory coloured beer with a high fermentation. 

The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,195,Nostradamus,-1,-1,9.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,175,Triple,-1,-1,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,168,Ultrabrune,-1,-1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,277,PÃ¨re NoÃ«l,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1375,Bah Humbug,1,13,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,727,Harvest Ale 2005 (Port),-1,-1,11.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,727,Harvest Ale 2005,1,13,11.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,727,Moonraker,-1,-1,7.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,638,Old Engine Oil,2,25,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1043,Pitchfork Rebellious Bitter,-1,-1,4.3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,638,Bitter and Twisted,-1,-1,3.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1185,India Pale Ale,3,26,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1043,Old Slug Porter,2,25,4.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,744,Golden Abbot Lager,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,744,Porter,2,25,7.1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,757,MÃ¶nchshof KellerbrÃ¤u,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,626,Nightmare,2,25,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,205,Ur-Weisse,4,50,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,650,Schlenkerla Helles Lagerbier,-1,-1,4.3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,743,Ondineke Oilsjtersen Tripel,-1,-1,8.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1043,Ale Mary,3,26,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,743,Jan de Lichte,-1,-1,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1142,Bigfoot 2000,-1,-1,9.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,222,Rauchbier Lager,-1,-1,4.6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,14,Bourbon Imperial Stout,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,14,Witbier,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,14,Bavarian Bock,7,90,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,14,Heater,3,33,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,14,Harvest Brown,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,14,Brout,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,650,Aecht Schlenkerla Rauchbier MÃ¤rzen,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,650,Aecht Schlenkerla Rauchbier Weizen,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,757,Kapuziner Schwarz-Weizen,-1,-1,5.4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,70,Christmas Bock,7,90,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,296,Prior 8,5,60,8,"This noble delicious beer with a high fermentation has a ruby purple colour with a full malty and fruity taste (8% alcohol content). 

This beer has a beautiful round froth due to the second fermentation with a taste that creates a perfect balance between sweet and sour.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,395,Old Man Ale,-1,-1,4.8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1056,Criminally Bad Elf,-1,-1,10.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1056,Very Bad Elf Special Reserve Ale,-1,-1,7.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,70,Weisse,4,50,4.9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,757,MÃ¶nchshof Premium Schwarzbier,7,86,4.9,"Schwarzbier means \black beer\"" in German. It is a medium-bodied",3, creamy, long-lasting head. In spite of its dark color, it comes across as a soft and elegant brew that is rich, mild, and surprisingly balanced. It never tastes harsh, toasty or acrid. The beer is often referred to as a Schwarzpils," a \""black Pils","\"" but", unlike a blond Pils, which can be assertively bitter," the hop bitterness in Schwarzbier is always gentle and subdued.

In a glass", Schwarzbier looks much like a British dark ale, but looks can be deceiving. Schwarzbier, unlike a British ale, has a clean lager taste that leaves next to no perception of fruitiness on the palate. Instead, Schwarzbier produces very mild, almost bittersweet, notes of chocolate, coffee, and vanilla. Like most traditional German lagers, Schwarzbier has a malty middle, but the sweetness is never cloying or overpowering. The beer is moderately to well attenuated and the finish tends to be dry. Its alcohol level by volume is in the range of 4.5 to 5%, rarely higher. To accentuate the Schwarzbier's dark elegance and appealing head, always serve it in a tall," fluted or tulip-shaped glass.""",0,2010-07-22 20:00:20
481,296,St. Bernardus Tripel,5,61,8,"This beer, with high fermentation, has a pale amber colour and a flowery, fruity taste with a harmonious balance between sweet and sour (8% alcohol content). 
This beer has a thick and vivid froth and strikes by its balanced taste with a delicate bitterness.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,296,BiÃ¨re Blanche,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1375,Wychcraft,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1204,Double Bastard Ale,3,26,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,7,Rochefort 6,3,29,7.5,"eddish colour, almost like autumn leaves, very consistent texture with a slightly spicy aroma and an intense taste of caramel, fruit, and hints of raisins. It is only brewed about once per year, representing approximately 1% of total beer production, thus is quite difficult to obtain.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,277,Guldenberg,-1,-1,8.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,262,Westmalle Trappist Tripel,5,61,9.5,"Was first brewed in 1934 and the recipe has not changed since 1956. It is made with pale candy sugar and has a very pale color produced from a mash of light pilsener malts. Styrian Goldings hops are used along with some German varieties and the classic Saaz pilsener hop. After a long secondary fermentation, the Tripel Westmalle is bottled with a dose of sugar and yeast. This beer holds up well in the bottle over time and seems to soften with age.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,590,Fire in the Hole!,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,590,Cow Palace Scotch Ale,1,15,6.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,590,Toil & Trubbel Dubbel,-1,-1,8.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,590,Abtskelder Tripel,-1,-1,8.4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,590,All-American Gold,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,511,Curator Dunkler Doppelbock,7,90,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,511,Kloster Dunkel,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,511,Kloster Edel-Hell,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,594,Teton Ale,3,33,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,534,Pilsener,-1,-1,4.8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,230,Nickelbier,7,90,6.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,216,Edel-Pils,-1,-1,4.8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,845,Weiss-Gold,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,225,Zwickelbier,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,225,Pils,-1,-1,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,225,Spezial,-1,-1,5.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1120,WeiÃŸe,4,50,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1120,Schwarzbier,7,86,5.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1120,Pils,-1,-1,4.9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1120,Original NÂº 1 NaturtrÃ¼b,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,74,Schwarze,7,86,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,74,Blonde,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,74,Rotgold-Pils,8,95,4.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,30,Spezial,-1,-1,5.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,30,Pils,-1,-1,4.9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,204,Coronator Helle Doppelbock,7,90,7.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,204,See-Weizen Bio-Hefeweizen,4,50,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,204,Kellerpils,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,204,Pils,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,204,Kronenbier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1146,Dunkles Weissbier,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1146,Festbier,7,84,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1146,Dunkles Lager,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1146,Weizen,4,50,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1146,BrÃ¤ustatt Pils,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1146,BrÃ¤ustatt Gold,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,205,Altbairisch Dunkel,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,671,Pickled Santa,-1,-1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,727,Manchester Star Ale,1,13,7.3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,189,Moinette Brune,-1,-1,8.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,192,Chocolat,-1,-1,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,190,BiÃ¨re de NoÃ«l,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,164,BiÃ¨re de Gamme,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,129,Panil BarriquÃ©e,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,183,CuvÃ©e du 7Ã¨me,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,192,Dark White,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,501,Festive Ale 2006,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,44,Green Valley Stone Mill Pale Ale,3,26,5.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,44,Green Valley Wild Hop Lager,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,806,LÃ¶wen Weisse,4,50,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1198,Herbstbier,7,86,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1198,Altbier,3,38,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1198,Huusbier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,217,Leermond Bier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,649,Original Ittinger KlosterbrÃ¤u,8,95,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,233,Huusbier Schwarz,2,25,4.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,233,Oktoberfest,4,55,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,233,Weizentrumpf,4,50,5.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,233,Honey Brown Ale,8,95,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,233,Huusbier Hell,-1,-1,4.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,748,KÃ¶nig Ludwig Weissbier Dunkel,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,877,Gambrinus,-1,-1,4.6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,877,NaturtrÃ¼bes Kellerbier,7,90,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1116,Stout,3,42,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1116,Weizen,4,50,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1116,Spezial,-1,-1,5.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1116,Naturtrubes,-1,-1,5.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,219,St. Galler Landbier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,569,Maisbier,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,569,Weizenbier,4,50,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,569,Dunkel,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,569,Hell,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,877,Spezial,-1,-1,5.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1344,Single-Malt-Bier,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1344,Ur-Pils,-1,-1,5.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1344,Ur-Weizen,4,50,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1344,Hanf,-1,-1,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1344,Dunkel,-1,-1,4.8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1344,Hell,-1,-1,4.8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,1344,Blond,-1,-1,4.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,213,Dunkle Weisse,-1,-1,5.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,750,WalderBrÃ¤u Export,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,216,Hefe-Weizen,4,50,5.2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,216,Edel-Spezial,-1,-1,5.2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,479,Alt-DÃ¼rrener-WeiÃŸe,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,479,Edelweiss,4,50,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,479,Kristall-Weizen,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,479,Hofgutsbier,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,479,Humpis-Original Naturtrub,-1,-1,5.1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,568,Hefeweizen,4,50,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,568,Spezial,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,568,Kellerpils,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,451,Sanwald Dunkelweizen,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,451,Das Schwarze / Dark,-1,-1,4.9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1083,Hecker Dunkel,-1,-1,5.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1083,Kristall Weizen,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1083,Hefe Weizen Dunkel,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1083,Schimmele Hefe Pils,-1,-1,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1083,Hefe Weizen Hell,4,50,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1083,Spezial-Export,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1083,Edel-Pils,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,230,Herbstbeer,7,84,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,230,Weizen,4,50,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,230,Kupfer,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,230,Messing,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,905,Saison,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,285,Duinen Dubbel,-1,-1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,165,Castelain St.Amand French Country Ale,-1,-1,5.9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,357,Red Racer India Pale Ale,3,31,6.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,357,Steelhead Stout,3,42,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,357,Iceberg Copper Bock,7,90,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,357,Boomers Red Ale,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,357,Springboard Lager,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,119,Light Lager,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,119,Old Sullivan Porter,2,25,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,119,Brotherhood Black & Tan,3,38,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,119,Clover Pale Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,119,Lager,8,95,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,119,Red Truck Ale,3,33,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,120,Dry Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,120,Extra Special Bitter,-1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,120,Nut Brown Ale,3,38,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,120,Pale Ale,3,26,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,120,Vienna Lager,8,95,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,120,Pilsner,-1,-1,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,120,Blonde Ale,-1,-1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1085,Cream Ale,1,10,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1085,Blonde Ale,-1,-1,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1085,Special Lager,8,95,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1085,Pale Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1034,Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,788,Beacon India Pale Ale,3,26,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1237,Traditional India Pale Ale,3,26,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1237,Mad Scow Stout,3,42,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1237,Red Truck Ale,3,33,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
